TeamID,ScoreCreationRating,ScorePreventionRating,PossessionsCreationRating,PossessionsPreventionRating,FGPercentCreationRating,FGPercentPreventionRating,FG3PercentCreationRating,FG3PercentPreventionRating,FTPercentCreationRating,FTPercentPreventionRating,ORPercentCreationRating,ORPercentPreventionRating,AstPercentCreationRating,AstPercentPreventionRating,PointsPerPossCreationRating,PointsPerPossPreventionRating,TOPerPossCreationRating,TOPerPossPreventionRating,StlPerPossCreationRating,StlPerPossPreventionRating,BlkPerPossCreationRating,BlkPerPossPreventionRating,PFPerPossCreationRating,PFPerPossPreventionRating,Season
3103,61.3667589671658,59.473908528377684,67.80282131601189,68.13227540686566,0.3998957797809593,0.38548009912514686,0.3071590735961733,0.32446610773620777,0.7042874810342932,0.6895711049238218,0.38835229550761996,0.36139613328299014,0.5808387210491268,0.564122127369794,0.909410283539477,0.8741241170136091,0.2653128702678581,0.26606550348249247,0.11450260965798567,0.12897225669693294,0.03458811284523063,0.05696773066694178,0.05737411645457673,0.06435115070745517,2010
3104,67.48580498045614,64.2458162196082,74.92863262573107,74.73800989497343,0.4140237234953619,0.3898822759311919,0.317300017112388,0.3189839746337001,0.631054270739611,0.6383245816609938,0.3592509189447314,0.338183243507323,0.5294741358677412,0.5331348324467865,0.8974788360464244,0.8629232598652231,0.248920414680979,0.27324244652019003,0.11094585585228083,0.11265638323666603,0.0405629475561369,0.042878878678845225,0.0553894259482697,0.05647840216108019,2010
3110,60.32592789738517,57.13824560161128,64.09658512444186,64.23676891562096,0.39473404723931194,0.38656212850341637,0.31372777347567765,0.2994097781979356,0.7429563182217471,0.6860441021741441,0.3642200564535654,0.36583085147004213,0.521111171784609,0.6066576637416684,0.9408136943455817,0.8857651013732858,0.237231340284187,0.25047000534920105,0.11790695766271739,0.09208093440699516,0.05792356990372203,0.047596649183385596,0.059058810703459204,0.04598409714007805,2010
3111,65.72899939815665,65.16364466045644,73.82227210928201,73.17581088491984,0.4298162872911026,0.37266512491611037,0.3229023586619702,0.3252281082918176,0.6324501686645225,0.7026525807068215,0.39175099300314586,0.33851674118126623,0.6407670435242154,0.6406308385090254,0.8929508335364394,0.8918191100738982,0.2935996727283633,0.2434800609045063,0.12847001459426977,0.13300552193600462,0.08410929312374112,0.050590144987655794,0.06393612256712902,0.06689520884286564,2010
3119,51.34133484317278,62.89080910780046,65.31020034866093,65.78843653497411,0.34801111148261277,0.3983620323953066,0.27111728993812956,0.3616353535420926,0.6812154101371698,0.6869884446189157,0.3132108995148563,0.40116885554812676,0.4952067486702485,0.4666397709736444,0.7888900773272401,0.9565817801610755,0.2653984367433341,0.24183621297332297,0.09335721112012241,0.12467320425363194,0.04665917336008391,0.05921230522345957,0.04677210153608412,0.06203298790352976,2010
3120,66.91576055266364,57.00801984581167,65.99311856595185,66.15978653508795,0.44133687403628485,0.38011554517649504,0.32147446072531044,0.31202870514592684,0.5932855393910823,0.6874320054451991,0.43650737582562854,0.31312886034422155,0.5946953367787665,0.5601333137709967,1.0139195498309015,0.8652699592158566,0.23206503336680903,0.23615911491894942,0.10202900643598518,0.11285929074272529,0.08380528659797254,0.04223387314118466,0.051016314645736215,0.056384007198101424,2010
3125,60.75655621319678,68.18355414423085,69.97000636829715,69.59143276526,0.3516298751314122,0.4075816166567695,0.30906280121360996,0.3282608892132385,0.6908236308417885,0.7169401184344115,0.27970871323803514,0.3223826592196563,0.5726769122601117,0.5640355922687037,0.8714826847970938,0.9761535173031576,0.21243709361494373,0.2062744211433016,0.084559564131795,0.08882746933745223,0.04614783858424304,0.05378498769096163,0.04205522918256115,0.04455511439875173,2010
3132,73.11362170532293,59.7444643345339,70.20086993850535,70.55236310193835,0.42451512680411857,0.3900216180875156,0.3724967474075152,0.2922296483402812,0.7555328276215254,0.6932473982143171,0.35155359371011813,0.3226266509355714,0.5627080434858865,0.5307828421680297,1.0452165884315516,0.8453298785602098,0.21834640641815165,0.26452340160406324,0.11375426153573959,0.09274293883368177,0.04563964828946056,0.054514053212855046,0.056924839120992804,0.04622470827874375,2010
3138,62.5596206300491,68.141106951884,70.66041638154694,71.06870086067038,0.39998661114258394,0.40272207602256976,0.3089584290801785,0.35617771673429055,0.6737345408259122,0.733236451745877,0.3902469857678962,0.350028488882893,0.5641419848883573,0.5564377241909346,0.8876577715973369,0.959516383292852,0.2908976915084806,0.22915468537196956,0.1110029048132954,0.1552844422850505,0.05911004436590337,0.0393084096914321,0.055515656162038934,0.07746569781636943,2010
3140,65.85317077600814,57.88521624285933,69.19000958280466,68.50548846950632,0.42803554059335114,0.37157556701350797,0.3671682674912713,0.27194125066264613,0.67682499758807,0.6723783097780459,0.3507673674060476,0.31465385955453046,0.6660896120134377,0.5528621680807522,0.9521279206232923,0.847345064388784,0.2589968176699361,0.262623416447048,0.13176268261738733,0.11218857763114727,0.047134829528780516,0.02629970851760612,0.0656002296765374,0.056303549666689136,2010
